연도,월,달력연도/월,순주문 구분,제품계층구조1,제품계층구조2,제품계층구조3,제품코드,제품명,약정기간,리스구분,비용구분,총렌탈(건),렌탈(건),재렌탈(건),일시불 건
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730L_WT,114001,CHP-5730L_WT,5,렌탈,2M,138,89,49,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730L_WT,114001,CHP-5730L_WT,5,렌탈,4M,170,153,17,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730L_WT,114001,CHP-5730L_WT,6,금융리스,2M,64,55,9,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730L_WT,114001,CHP-5730L_WT,6,금융리스,4M,132,118,14,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730L_WT,114001,CHP-5730L_WT,지정되지 않음,지정되지 않음,2M,,,,1
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730N_WT,114090,CHP-5730N_WT,5,금융리스,2M,41,30,11,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730N_WT,114090,CHP-5730N_WT,5,렌탈,2M,38,24,14,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730N_WT,114090,CHP-5730N_WT,6,금융리스,2M,17,12,5,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730R_WT,114091,CHP-5730R_WT,5,금융리스,2M,32,23,9,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730R_WT,114091,CHP-5730R_WT,5,금융리스,4M,24,17,7,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730R_WT,114091,CHP-5730R_WT,5,렌탈,2M,28,17,11,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730R_WT,114091,CHP-5730R_WT,5,렌탈,4M,26,25,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730R_WT,114091,CHP-5730R_WT,6,금융리스,2M,14,12,2,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-5730R_WT,114091,CHP-5730R_WT,6,금융리스,4M,21,12,9,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-590,111821,CHP-590N(WHITE),5,금융리스,3M,4,4,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-590,111821,CHP-590N(WHITE),5,렌탈,1M,11,11,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-590,111821,CHP-590N(WHITE),5,렌탈,2M,59,55,4,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,5,렌탈,1회서비스,3,3,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,5,렌탈,6M,72,72,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,5,렌탈,자가,116,116,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,6,금융리스,1회서비스,4,4,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,6,금융리스,6M,107,107,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,6,금융리스,자가,241,241,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,지정되지 않음,지정되지 않음,1회서비스,,,,6
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,지정되지 않음,지정되지 않음,6M,,,,1
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,5,금융리스,2M,"1,377",504,873,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,5,렌탈,2M,687,426,261,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,6,금융리스,2M,960,307,653,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,7,금융리스,2M,226,98,128,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,지정되지 않음,지정되지 않음,2M,,,,6
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-700,111146,CHP-700L,5,금융리스,2M,55,30,25,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-700,111146,CHP-700L,5,렌탈,2M,66,40,26,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-700,111146,CHP-700L,6,금융리스,2M,17,6,11,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,5,금융리스,4M,53,26,27,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,5,금융리스,자가,77,69,8,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,5,렌탈,4M,41,27,14,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,5,렌탈,자가,70,70,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,6,금융리스,4M,124,70,54,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,6,금융리스,자가,79,70,9,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,7,금융리스,4M,18,12,6,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,7,금융리스,자가,24,20,4,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,지정되지 않음,지정되지 않음,서비스프리,,,,1
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,5,금융리스,4M,42,35,7,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,5,금융리스,자가,58,54,4,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,5,렌탈,4M,33,30,3,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,5,렌탈,자가,65,64,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,6,금융리스,4M,41,29,12,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,6,금융리스,자가,77,70,7,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,7,금융리스,4M,14,11,3,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,7,금융리스,자가,13,12,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,지정되지 않음,지정되지 않음,4M,,,,2
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,5,금융리스,4M,302,268,34,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,5,금융리스,자가,229,215,14,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,5,렌탈,4M,116,108,8,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,5,렌탈,자가,220,215,5,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,6,금융리스,4M,106,82,24,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,6,금융리스,자가,224,203,21,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,7,금융리스,4M,35,32,3,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,7,금융리스,자가,39,34,5,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,지정되지 않음,지정되지 않음,4M,,,,5
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,5,금융리스,4M,158,111,47,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,5,금융리스,자가,198,172,26,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,5,렌탈,4M,92,83,9,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,5,렌탈,자가,180,175,5,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,6,금융리스,4M,254,165,89,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,6,금융리스,자가,218,196,22,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,7,금융리스,4M,63,41,22,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,7,금융리스,자가,32,30,2,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,지정되지 않음,지정되지 않음,4M,,,,3
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,지정되지 않음,지정되지 않음,자가,,,,2
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_RA,113720,CHP-7211N_RA,5,렌탈,4M,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,5,금융리스,4M,306,216,90,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,5,금융리스,자가,483,432,51,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,5,렌탈,4M,199,177,22,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,5,렌탈,자가,344,331,13,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,6,금융리스,4M,414,257,157,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,6,금융리스,자가,518,457,61,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,7,금융리스,4M,84,59,25,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,7,금융리스,자가,87,76,11,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,지정되지 않음,지정되지 않음,4M,,,,2
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,지정되지 않음,지정되지 않음,자가,,,,6
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,5,금융리스,4M,"1,117",812,305,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,5,금융리스,자가,"1,591","1,440",151,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,5,렌탈,1M,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,5,렌탈,4M,787,699,88,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,5,렌탈,자가,"1,482","1,441",41,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,6,금융리스,4M,"1,466",902,564,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,6,금융리스,자가,"1,512","1,354",158,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,7,금융리스,4M,234,182,52,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,7,금융리스,자가,329,306,23,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,지정되지 않음,지정되지 않음,4M,,,,37
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,지정되지 않음,지정되지 않음,자가,,,,26
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BG,113855,CHP-7212N_BG,5,금융리스,4M,111,95,16,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BG,113855,CHP-7212N_BG,5,금융리스,자가,289,278,11,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BG,113855,CHP-7212N_BG,5,렌탈,4M,67,63,4,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BG,113855,CHP-7212N_BG,5,렌탈,자가,180,175,5,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BG,113855,CHP-7212N_BG,6,금융리스,4M,109,88,21,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BG,113855,CHP-7212N_BG,6,금융리스,자가,248,237,11,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BG,113855,CHP-7212N_BG,7,금융리스,4M,35,26,9,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BG,113855,CHP-7212N_BG,7,금융리스,자가,62,61,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BG,113855,CHP-7212N_BG,지정되지 않음,지정되지 않음,4M,,,,3
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BK,113853,CHP-7212N_BK,5,금융리스,4M,108,95,13,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BK,113853,CHP-7212N_BK,5,금융리스,자가,317,300,17,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BK,113853,CHP-7212N_BK,5,렌탈,4M,88,82,6,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BK,113853,CHP-7212N_BK,5,렌탈,자가,206,201,5,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BK,113853,CHP-7212N_BK,6,금융리스,4M,104,96,8,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BK,113853,CHP-7212N_BK,6,금융리스,자가,267,257,10,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BK,113853,CHP-7212N_BK,7,금융리스,4M,35,31,4,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BK,113853,CHP-7212N_BK,7,금융리스,자가,79,74,5,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BK,113853,CHP-7212N_BK,지정되지 않음,지정되지 않음,4M,,,,7
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BU,113856,CHP-7212N_BU,5,금융리스,4M,69,58,11,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BU,113856,CHP-7212N_BU,5,금융리스,자가,191,181,10,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BU,113856,CHP-7212N_BU,5,렌탈,4M,42,42,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BU,113856,CHP-7212N_BU,5,렌탈,자가,125,124,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BU,113856,CHP-7212N_BU,6,금융리스,4M,62,51,11,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BU,113856,CHP-7212N_BU,6,금융리스,자가,168,158,10,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BU,113856,CHP-7212N_BU,7,금융리스,4M,27,25,2,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BU,113856,CHP-7212N_BU,7,금융리스,자가,46,45,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_BU,113856,CHP-7212N_BU,지정되지 않음,지정되지 않음,4M,,,,4
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,5,금융리스,4M,153,118,35,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,5,금융리스,자가,426,396,30,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,5,렌탈,4M,103,94,9,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,5,렌탈,자가,206,197,9,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,6,금융리스,4M,133,114,19,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,6,금융리스,자가,341,329,12,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,7,금융리스,4M,33,30,3,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,7,금융리스,자가,69,64,5,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,지정되지 않음,지정되지 않음,4M,,,,5
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_SL,113854,CHP-7212N_SL,지정되지 않음,지정되지 않음,기본형,,,,1
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_WT,113838,CHP-7212N_WT,5,금융리스,4M,524,453,71,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_WT,113838,CHP-7212N_WT,5,금융리스,자가,"1,410","1,353",57,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_WT,113838,CHP-7212N_WT,5,렌탈,4M,316,308,8,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_WT,113838,CHP-7212N_WT,5,렌탈,자가,846,824,22,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_WT,113838,CHP-7212N_WT,6,금융리스,4M,455,407,48,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_WT,113838,CHP-7212N_WT,6,금융리스,자가,"1,240","1,177",63,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_WT,113838,CHP-7212N_WT,7,금융리스,4M,135,121,14,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_WT,113838,CHP-7212N_WT,7,금융리스,자가,251,237,14,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-7212N_WT,113838,CHP-7212N_WT,지정되지 않음,지정되지 않음,4M,,,,21
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8200N_BG,113333,CHP-8200N_BG,5,금융리스,6M,2,1,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8200N_BG,113333,CHP-8200N_BG,5,렌탈,자가,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8200N_BG,113333,CHP-8200N_BG,지정되지 않음,지정되지 않음,6M,,,,1
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8200N_GR,113335,CHP-8200N_GR,5,금융리스,6M,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8200N_WT,113264,CHP-8200N_WT,6,금융리스,자가,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8210N_BG,113362,CHP-8210N_BG,5,금융리스,자가,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_BG,113377,CHP-8310L_BG,5,금융리스,6M,1,,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_BG,113377,CHP-8310L_BG,5,금융리스,자가,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_BG,113377,CHP-8310L_BG,5,렌탈,자가,1,,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_BG,113377,CHP-8310L_BG,6,금융리스,6M,2,,2,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_BG,113377,CHP-8310L_BG,7,금융리스,6M,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_GR,113381,CHP-8310L_GR,5,금융리스,6M,1,,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_GR,113381,CHP-8310L_GR,5,금융리스,자가,1,,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_GR,113381,CHP-8310L_GR,5,렌탈,6M,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_GR,113381,CHP-8310L_GR,5,렌탈,자가,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_GR,113381,CHP-8310L_GR,6,금융리스,6M,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_GR,113381,CHP-8310L_GR,7,금융리스,자가,1,,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_NV,113385,CHP-8310L_NV,5,금융리스,자가,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_SL,113379,CHP-8310L_SL,5,금융리스,6M,8,2,6,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_SL,113379,CHP-8310L_SL,5,렌탈,자가,2,1,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_SL,113379,CHP-8310L_SL,6,금융리스,6M,2,,2,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_SL,113379,CHP-8310L_SL,6,금융리스,자가,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_SL,113379,CHP-8310L_SL,7,금융리스,자가,2,1,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_WT,113283,CHP-8310L_WT,5,금융리스,6M,4,1,3,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_WT,113283,CHP-8310L_WT,5,금융리스,자가,10,6,4,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_WT,113283,CHP-8310L_WT,5,렌탈,6M,1,,1,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_WT,113283,CHP-8310L_WT,5,렌탈,자가,3,3,,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_WT,113283,CHP-8310L_WT,6,금융리스,6M,4,1,3,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_WT,113283,CHP-8310L_WT,6,금융리스,자가,3,1,2,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_WT,113283,CHP-8310L_WT,7,금융리스,6M,2,,2,
2025,11,2025.11,순주문,정수기,냉온정수기,CHP-8310L_WT,113283,CHP-8310L_WT,7,금융리스,자가,3,2,1,
2025,11,2025.11,순주문,정수기,냉온정수기,지정되지 않음,113354,CHP-320N(ON_B),5,렌탈,4M,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,지정되지 않음,113354,CHP-320N(ON_B),5,렌탈,자가,1,1,,
2025,11,2025.11,순주문,정수기,냉온정수기,지정되지 않음,113354,CHP-320N(ON_B),6,금융리스,자가,2,2,,
2025,11,2025.11,순주문,정수기,냉온정수기,지정되지 않음,113355,CHP-320N(ON_S),5,렌탈,4M,2,2,,
2025,11,2025.11,순주문,정수기,냉온정수기,지정되지 않음,113355,CHP-320N(ON_S),6,금융리스,4M,2,2,,
2025,11,2025.11,순주문,정수기,냉온정수기,지정되지 않음,113355,CHP-320N(ON_S),6,금융리스,자가,1,1,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-3140N_WT,113343,CP-3140N_WT,5,금융리스,6M,1,1,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-320N(WHITE),113356,CP-320N(ON_W),5,렌탈,4M,2,2,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-320N(WHITE),113356,CP-320N(ON_W),5,렌탈,자가,2,2,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-320N(WHITE),113356,CP-320N(ON_W),6,금융리스,4M,1,1,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-320N(WHITE),113356,CP-320N(ON_W),6,금융리스,자가,3,3,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6201N,113069,CP-6201N,5,렌탈,1회서비스,3,3,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6201N,113069,CP-6201N,5,렌탈,6M,18,18,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6201N,113069,CP-6201N,5,렌탈,자가,54,54,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6201N,113069,CP-6201N,6,금융리스,1회서비스,2,2,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6201N,113069,CP-6201N,6,금융리스,6M,21,21,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6201N,113069,CP-6201N,6,금융리스,자가,96,96,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6310L,112765,CP-6310L,6,금융리스,2M,1,,1,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6340L,113640,CP-6340L,5,금융리스,2M,318,55,263,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6340L,113640,CP-6340L,5,렌탈,2M,89,34,55,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6340L,113640,CP-6340L,6,금융리스,2M,219,42,177,
2025,11,2025.11,순주문,정수기,냉정수기,CP-6340L,113640,CP-6340L,7,금융리스,2M,65,24,41,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_BU,113471,CP-7211N_BU,5,금융리스,4M,11,6,5,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_BU,113471,CP-7211N_BU,5,금융리스,자가,13,9,4,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_BU,113471,CP-7211N_BU,5,렌탈,4M,4,2,2,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_BU,113471,CP-7211N_BU,5,렌탈,자가,11,11,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_BU,113471,CP-7211N_BU,6,금융리스,4M,23,15,8,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_BU,113471,CP-7211N_BU,6,금융리스,자가,10,6,4,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_BU,113471,CP-7211N_BU,7,금융리스,4M,6,4,2,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_BU,113471,CP-7211N_BU,7,금융리스,자가,5,5,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GN,113469,CP-7211N_GN,5,금융리스,4M,5,4,1,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GN,113469,CP-7211N_GN,5,금융리스,자가,8,7,1,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GN,113469,CP-7211N_GN,5,렌탈,4M,6,4,2,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GN,113469,CP-7211N_GN,5,렌탈,자가,5,4,1,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GN,113469,CP-7211N_GN,6,금융리스,4M,7,4,3,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GN,113469,CP-7211N_GN,6,금융리스,자가,7,5,2,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GN,113469,CP-7211N_GN,7,금융리스,4M,4,2,2,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GN,113469,CP-7211N_GN,7,금융리스,자가,4,4,,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GR,113463,CP-7211N_GR,5,금융리스,4M,17,14,3,
2025,11,2025.11,순주문,정수기,냉정수기,CP-7211N_GR,113463,CP-7211N_GR,5,금융리스,자가,27,24,3,
